Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
415,5,1,1,1,Niavaran,1798333.33,584
95,2,1,1,1,Saadat Abad,190000,585
128,3,1,1,1,Ekhtiarieh,298666.67,586
140,2,1,1,1,Saadat Abad,280000,587
86,2,1,1,1,Southern Janatabad,106666.67,588
70,2,1,1,1,Saadat Abad,130000,589
173,3,1,1,1,East Ferdows Boulevard,317166.67,590
72,2,1,1,1,Southern Janatabad,105000,591
73,2,1,1,1,Saadat Abad,130000,592
75,1,1,1,1,Central Janatabad,106666.67,593
67,2,1,1,1,West Ferdows Boulevard,73333.33,594
68,2,1,1,1,East Ferdows Boulevard,90000,595
88,2,1,1,1,Pardis,63333.33,596
111,2,1,1,1,Saadat Abad,188700,597
98,2,1,1,0,West Ferdows Boulevard,125000,598
62,2,1,1,1,West Ferdows Boulevard,91666.67,599
80,2,1,1,1,Central Janatabad,141333.33,600
200,4,1,1,1,Saadat Abad,500000,601
210,4,1,1,1,Saadat Abad,516666.67,602
162,3,1,1,1,Shahrake Gharb,405000,603
150,3,1,1,1,Ekhtiarieh,400000,604
82,2,1,1,1,Pardis,36666.67,605
130,3,1,1,1,Pasdaran,370000,606
76,2,1,1,1,Saadat Abad,133333.33,607
96,2,1,1,1,Shahrake Gharb,160000,608
103,2,1,1,1,Saadat Abad,173333.33,609
135,3,1,0,1,Saadat Abad,290000,610
140,2,1,1,1,Shahrake Gharb,420000,611
165,3,1,1,1,Shahrake Gharb,493333.33,612
120,2,1,1,1,Shahrake Qods,35000,613
160,2,1,1,1,Pardis,66666.67,614
150,3,1,1,1,Gheitarieh,300000,615
51,1,0,1,1,Pirouzi,43333.33,616
75,1,1,1,1,Ekhtiarieh,130000,617
180,3,1,1,1,East Ferdows Boulevard,330000,618
93,2,1,1,1,Shahrake Qods,39370,619
84,2,1,1,1,Shahrake Qods,38360,620
92,2,0,1,1,Shahrake Qods,33733.33,621
105,2,1,1,1,Shahrake Qods,45500,622
67,2,1,1,0,Central Janatabad,80000,623
100,2,1,1,1,Ekhtiarieh,183333.33,624
170,3,1,1,1,Pasdaran,360000,625
162,3,1,1,1,Pasdaran,253333.33,626
43,1,1,1,1,Shahran,69333.33,627
150,3,1,1,1,Gheitarieh,416666.67,628
245,3,1,1,1,Farmanieh,735000,629
93,2,1,1,1,Northern Janatabad,138000,630
60,1,1,1,1,Persian Gulf Martyrs Lake,9833.33,631
128,3,1,1,1,Gheitarieh,310000,632
87,2,1,1,1,Pardis,26500,633
100,2,1,1,1,Heravi,183333.33,634
124,2,1,1,1,Heravi,234666.67,635
156,3,1,1,1,Abazar,313333.33,636
171,3,1,1,1,Gheitarieh,466666.67,637
58,2,1,1,0,Central Janatabad,69333.33,638
88,2,1,1,1,Amirieh,67466.67,639
190,3,1,1,1,Niavaran,823333.33,640
61,1,1,1,0,Central Janatabad,72666.67,641
165,3,1,1,1,Niavaran,573333.33,642
235,3,1,1,1,Gheitarieh,883333.33,643
87,2,1,1,1,Pardis,22333.33,644
121,3,1,1,1,Pardis,21000,645
105,2,1,1,1,Pardis,31833.33,646
100,3,1,1,1,Pardis,16666.67,647
105,2,1,1,1,Pardis,32666.67,648
69,2,1,1,1,Shahr-e-Ziba,68333.33,649
115,2,1,1,1,Shahrake Gharb,433333.33,650
157,3,1,1,1,Shahrake Gharb,616666.67,651
145,3,1,1,1,Heravi,251366.67,652
160,3,1,1,1,Velenjak,356666.67,653
261,4,1,1,1,Zaferanieh,866666.67,654
145,3,1,1,1,Zaferanieh,366666.67,655
51,1,0,1,1,Pirouzi,42500,656
87,2,1,1,1,Pardis,16333.33,657
116,2,1,1,1,Dehkade Olampic,145000,658
95,2,1,1,1,Jeyhoon,76000,659
75,2,1,1,1,Jeyhoon,75000,660
86,2,1,1,1,Komeil,65933.33,661
95,2,1,1,1,Punak,140000,662
88,2,1,1,1,Valiasr,67466.67,664
93,2,1,1,1,Amir Bahador,71300,665
70,2,1,1,1,Amirieh,54333.33,666
140,3,1,1,1,Saadat Abad,326666.67,667
81,2,1,1,1,Central Janatabad,133333.33,668
109,2,1,1,1,Shahran,116666.67,669
122,2,1,1,1,Aqdasieh,233333.33,670
70,1,1,1,1,Central Janatabad,103333.33,671
60,1,1,1,1,West Ferdows Boulevard,81666.67,672
53,1,1,1,0,East Ferdows Boulevard,64000,673
45,1,0,0,0,Ostad Moein,40000,674
58,1,1,1,0,Punak,63333.33,675
140,3,1,1,1,Dehkade Olampic,146666.67,676
100,2,1,1,1,Kook,119333.33,677
96,2,1,1,1,Azadshahr,125000,678
79,2,1,1,1,East Ferdows Boulevard,95000,679
125,3,1,1,1,Persian Gulf Martyrs Lake,125000,680
75,2,1,1,1,Northern Janatabad,101666.67,681
145,2,1,1,1,Azadshahr,150000,682
102,2,1,1,0,Railway,150666.67,683
115,2,1,1,1,Zibadasht,145000,684
140,3,1,1,1,Persian Gulf Martyrs Lake,283333.33,685
66,1,1,1,1,Punak,110000,686
161,3,1,1,1,Persian Gulf Martyrs Lake,278333.33,687
102,2,1,1,1,Persian Gulf Martyrs Lake,150000,688
145,4,1,1,1,Persian Gulf Martyrs Lake,170000,689
95,2,1,1,1,Shahr-e-Ziba,99000,690
78,2,1,1,1,Parand,15333.33,691
90,2,1,1,1,East Ferdows Boulevard,105000,692
66,1,1,1,0,Ostad Moein,36333.33,693
48,1,1,1,1,Jeyhoon,27000,694
85,2,1,1,1,Shahran,106666.67,695
63,1,1,1,1,Salsabil,66666.67,696
105,2,1,1,1,Dehkade Olampic,34500,697
55,1,1,1,0,Komeil,36333.33,698
103,2,1,1,1,Northern Chitgar,34500,699
155,3,1,1,1,Shahrake Gharb,333333.33,700
101,2,1,1,1,Southern Chitgar,34500,701
106,2,1,1,0,Islamshahr,41500,702
100,2,1,1,1,Persian Gulf Martyrs Lake,34500,703
77,2,1,1,1,Shahran,88333.33,704
66,2,1,1,1,Central Janatabad,90000,705
105,3,1,1,1,Shahr-e-Ziba,120000,706
118,2,1,1,1,Shahran,130000,708
151,3,1,1,1,Shahrake Qods,50333.33,709
86,2,1,1,1,Pardis,16666.67,711
85,2,1,1,1,Pardis,20000,712
86,2,1,1,1,Pardis,25000,713
86,2,1,1,1,Pardis,20000,714
75,2,1,1,1,Central Janatabad,110000,715
200,3,1,1,1,Farmanieh,666666.67,716
46,1,1,1,0,Andisheh,15000,717
98,2,1,1,1,Pardis,19000,718
90,2,1,1,1,Zaferanieh,223333.33,719
70,2,1,1,1,Southern Janatabad,98333.33,720
40,1,1,1,1,Andisheh,11666.67,721
58,1,1,1,1,North Program Organization,91666.67,722
90,2,1,1,1,Amirabad,153000,723
78,2,1,1,1,East Ferdows Boulevard,110000,724
200,3,1,1,1,Niavaran,666666.67,725
82,2,1,1,1,Dorous,140000,726
115,3,1,1,1,Gheitarieh,249500,727
125,2,1,1,1,Dezashib,375000,728
107,2,1,1,1,Pasdaran,306666.67,729
55,1,0,1,0,Karoon,28333.33,730
50,1,1,1,1,Salsabil,50000,731
75,2,1,1,1,Pardis,2000,732
420,5,1,1,0,Andisheh,366666.67,733
225,4,1,1,0,Andisheh,183333.33,734
230,3,1,1,1,Heravi,460000,735
147,3,1,1,1,Elahieh,383333.33,736
97,2,1,1,1,Pardis,30000,737
145,3,1,1,1,Dezashib,410000,738
50,1,1,1,0,Narmak,58333.33,739
117,2,1,1,1,Heravi,203333.33,740
72,1,1,1,0,Andisheh,24333.33,741
161,3,1,1,1,Dorous,433333.33,742
400,5,1,1,1,Ekhtiarieh,616666.67,743
230,3,1,1,1,Farmanieh,766666.67,744
170,3,1,1,1,Heravi,265000,745
58,1,1,1,1,West Ferdows Boulevard,68333.33,746
57,1,1,1,1,Shahran,65000,747
115,3,1,1,1,Farmanieh,270000,748
50,1,1,1,1,Pirouzi,40000,749
84,2,1,1,0,Parand,28333.33,750
78,2,0,1,0,Shahrake Qods,19333.33,751
64,2,1,1,0,Andisheh,32000,752
113,2,1,1,1,Punak,216666.67,753
175,3,1,1,1,Heravi,315000,754
111,2,1,1,1,Heravi,201666.67,755
128,3,1,1,1,Heravi,216666.67,756
200,4,1,1,1,Gheitarieh,466666.67,757
131,2,1,1,1,Saadat Abad,266000,758
105,3,1,1,1,Heravi,200000,759
87,2,1,1,1,Pardis,21666.67,760
61,2,1,1,0,Salsabil,36666.67,761
140,3,1,1,1,Ozgol,210000,762
185,3,1,1,1,Zargandeh,300000,763
122,2,1,1,1,Saadat Abad,263333.33,764
69,2,1,1,1,Mirdamad,126500,765
95,2,1,1,1,Punak,223333.33,766
90,2,1,1,1,Abbasabad,133333.33,767
57,1,1,1,1,Ostad Moein,53333.33,768
400,3,1,1,0,Amirabad,66666.67,769
81,2,1,1,0,Andisheh,36990,770
94,2,1,1,1,Andisheh,41666.67,771
134,2,1,1,1,Kahrizak,53600,772
74,2,0,0,1,Parand,10500,773
44,1,1,1,0,Andisheh,19500,774
100,2,1,1,1,Qasr-od-Dasht,108333.33,775
175,3,1,1,1,Shahrake Gharb,310000,776
54,2,1,1,0,Shahran,61666.67,777
96,2,1,1,1,Amirieh,73666.67,778
90,2,1,1,1,Karoon,80000,779
90,2,1,1,1,Shahran,105666.67,780
68,2,0,0,0,Karoon,36666.67,781
68,2,0,0,0,Karoon,36666.67,782
90,2,1,1,1,Shahran,106666.67,783
97,2,1,1,1,Punak,156666.67,784
78,2,1,1,0,Punak,91000,785
125,3,1,1,1,Shahran,185000,786
97,2,1,1,1,Farmanieh,198333.33,787
100,2,1,1,1,Farmanieh,206666.67,788
63,2,1,1,1,Feiz Garden,70000,789
57,1,1,1,1,Punak,66666.67,790
80,2,1,1,1,Razi,46333.33,791
88,2,1,1,1,Razi,52466.67,792
94,2,1,1,1,Razi,57066.67,793
109,3,1,1,1,Feiz Garden,141000,794
78,2,1,1,1,Heravi,110000,795
250,3,1,1,1,Niavaran,1083333.33,796
140,3,1,1,1,Heravi,226666.67,797
100,2,1,1,1,Pardis,16666.67,798
95,2,1,1,1,Shahr-e-Ziba,105000,799
85,2,1,1,1,Parand,38333.33,800
83,2,1,1,1,East Pars,85833.33,801
100,2,1,1,1,Pasdaran,183333.33,802
60,2,1,1,1,Pasdaran,115000,803
82,2,1,1,1,Narmak,101666.67,804
150,3,1,1,1,Beryanak,93333.33,805
49,1,1,1,0,Islamshahr,15333.33,806
216,4,1,1,0,Andisheh,190000,807
77,2,0,0,0,Parand,14666.67,809
63,1,1,1,1,Shahr-e-Ziba,69333.33,810
125,3,1,1,0,Parand,43333.33,811
45,1,1,1,1,East Ferdows Boulevard,63333.33,812
135,3,1,1,1,Qalandari,250000,813
80,2,1,0,1,Qalandari,156666.67,814
155,3,1,1,1,Gheitarieh,326666.67,815
125,3,1,1,1,Punak,210000,816
95,2,1,1,1,Qalandari,208333.33,817
85,2,1,1,1,Qalandari,150000,818
110,2,1,1,1,Qalandari,270000,819
680,5,1,1,0,Ekhtiarieh,2720000,820
63,1,1,1,1,Shahr-e-Ziba,78333.33,821
60,1,1,1,1,Saadat Abad,120000,822
210,3,1,1,1,Gheitarieh,466666.67,823
145,3,1,1,1,Gheitarieh,386666.67,824
171,3,1,1,1,Jordan,296666.67,825
55,1,1,1,1,East Ferdows Boulevard,61000,826
140,3,1,1,1,Jordan,256666.67,827
147,3,1,1,1,Jordan,290000,828
83,2,1,1,1,Shahr-e-Ziba,80000,829
105,2,1,1,1,Pardis,17133.33,830
55,1,1,1,1,East Ferdows Boulevard,66666.67,831
750,5,1,1,1,Mahmoudieh,2500000,832
62,2,1,1,1,Punak,70000,833
55,1,1,1,1,Persian Gulf Martyrs Lake,63333.33,834
75,2,1,1,0,West Ferdows Boulevard,65000,835
95,2,1,1,1,West Ferdows Boulevard,140000,836
89,2,1,1,1,Central Janatabad,120666.67,837
202,3,1,1,1,Air force,249133.33,838
51,1,1,1,0,Southern Janatabad,57333.33,839
400,1,1,0,0,Shahedshahr,100000,840
145,3,1,1,1,Punak,253333.33,841
115,3,1,1,1,Punak,166666.67,842
130,3,1,1,1,Shahrake Gharb,281666.67,843
62,1,0,1,0,Qasr-od-Dasht,31666.67,844
94,2,1,1,1,Shahr-e-Ziba,105333.33,845
87,2,1,1,1,Pardis,24200,846
51,2,0,1,1,Komeil,35000,847
95,2,1,1,1,Shahr-e-Ziba,95666.67,848
80,2,1,1,1,Jeyhoon,71666.67,849
145,3,1,1,1,Punak,143333.33,850
155,3,1,1,1,Shahrake Gharb,310000,851
88,2,1,1,1,Ekbatan,131333.33,852
175,3,1,1,1,Gheitarieh,507500,853
94,2,1,1,1,Shahran,156666.67,854
89,2,1,1,1,Ekhtiarieh,110000,855
62,2,1,1,0,Pasdaran,113333.33,856
136,3,1,1,1,Punak,251666.67,857
60,1,1,1,1,Feiz Garden,81666.67,858
120,3,1,1,1,Southern Janatabad,166666.67,859
137,3,1,1,1,Pakdasht,58333.33,860
160,3,1,1,1,Shahrake Gharb,416666.67,861
110,2,1,1,1,Saadat Abad,293333.33,862
71,2,1,1,0,Andisheh,31333.33,863
155,3,1,1,1,Shahrake Gharb,333333.33,864
80,2,1,1,0,Andisheh,37000,865
84,3,1,1,1,Andisheh,53000,866
77,2,1,1,1,Gheitarieh,184800,867
74,2,1,1,1,Shahran,136666.67,868
130,3,1,1,1,Shahr-e-Ziba,180000,869
70,2,1,1,1,Southern Janatabad,80000,870
75,2,0,1,1,Parand,12966.67,871
83,2,1,0,1,Pasdaran,166666.67,872
65,1,1,1,1,Central Janatabad,116666.67,873
62,1,0,1,0,Qasr-od-Dasht,36666.67,874
140,3,1,1,1,Southern Chitgar,49466.67,875
235,3,1,1,1,Gheitarieh,863333.33,876
102,2,1,1,1,Gheitarieh,270000,877
138,3,1,1,1,Kahrizak,41400,878
49,1,1,1,0,Andisheh,12666.67,879
250,3,1,1,0,Niavaran,1500000,880
48,1,1,1,0,Salsabil,33166.67,881
68,2,1,1,0,Pirouzi,51666.67,882
128,3,1,1,1,Marzdaran,173333.33,883
60,1,1,1,1,Pirouzi,46000,884
85,2,1,1,1,Northern Janatabad,106666.67,885
85,2,1,1,1,Islamshahr,18833.33,886
78,2,1,0,0,Islamshahr,18333.33,887
38,1,1,1,0,Pirouzi,28333.33,888
92,2,1,0,1,Pirouzi,92000,889
95,2,1,1,1,Shahran,155000,890
105,3,1,1,1,East Ferdows Boulevard,130000,891
92,2,0,0,1,Pardis,18333.33,892
76,2,1,1,0,West Ferdows Boulevard,80000,893
85,2,1,1,1,Yaftabad,41666.67,894
161,3,1,1,1,Gheitarieh,511666.67,895
85,2,1,1,1,Yaftabad,41666.67,896
50,1,1,0,1,Ray,25000,897
78,2,1,1,1,West Ferdows Boulevard,88333.33,898
54,1,1,1,1,East Ferdows Boulevard,71666.67,899
100,2,1,1,1,Shahr-e-Ziba,126666.67,900
100,2,1,1,1,East Ferdows Boulevard,116666.67,901
110,3,1,1,1,Jeyhoon,77666.67,902
57,1,1,1,1,East Ferdows Boulevard,68333.33,903
63,2,1,1,0,Andisheh,29000,904
100,2,1,1,1,Ostad Moein,120000,905
80,1,0,1,0,Shahrake Qods,18666.67,906
115,2,1,1,1,East Ferdows Boulevard,140000,907
68,1,1,1,0,West Ferdows Boulevard,65000,908
75,2,1,1,1,East Ferdows Boulevard,78333.33,909
48,1,1,1,0,West Ferdows Boulevard,63333.33,910
75,2,1,1,0,West Ferdows Boulevard,81666.67,911
115,2,1,1,1,Shahran,166666.67,912
106,2,1,1,1,East Ferdows Boulevard,116666.67,913
56,1,1,1,1,East Ferdows Boulevard,66000,914
58,1,1,1,1,East Ferdows Boulevard,69333.33,915
95,2,1,1,1,Central Janatabad,123333.33,916
50,1,1,1,1,West Ferdows Boulevard,63333.33,917
60,2,1,1,0,Central Janatabad,70000,918
60,1,1,1,1,East Ferdows Boulevard,64000,919
92,2,1,1,0,Mehran,83333.33,920
57,1,1,1,1,West Ferdows Boulevard,76666.67,921
72,2,1,1,0,West Ferdows Boulevard,76666.67,922
71,2,1,1,0,East Ferdows Boulevard,76000,923
123,2,1,1,1,Northren Jamalzadeh,120000,924
50,1,1,1,1,West Ferdows Boulevard,65000,925
58,1,1,1,1,Shahr-e-Ziba,61666.67,926
54,1,1,1,1,East Ferdows Boulevard,68333.33,927
85,2,1,1,1,Shahr-e-Ziba,78333.33,928
85,2,1,1,1,West Ferdows Boulevard,115000,929
125,3,0,1,1,Nasim Shahr,43333.33,930
55,1,1,1,1,East Ferdows Boulevard,64000,931
72,2,1,1,1,West Ferdows Boulevard,83333.33,932
58,1,1,1,1,Shahr-e-Ziba,61666.67,933
115,2,1,1,1,East Ferdows Boulevard,173333.33,934
100,2,1,1,1,West Ferdows Boulevard,115000,935
116,2,1,1,1,Persian Gulf Martyrs Lake,139000,936
105,2,1,1,1,Persian Gulf Martyrs Lake,108333.33,937
60,1,1,1,0,East Ferdows Boulevard,60000,938
53,1,1,1,1,Feiz Garden,70666.67,939
55,1,1,1,1,East Ferdows Boulevard,59333.33,940
76,2,1,1,1,East Ferdows Boulevard,75000,941
111,3,1,1,1,Persian Gulf Martyrs Lake,116666.67,942
77,2,1,1,1,Golestan,71666.67,943
58,1,1,1,1,East Ferdows Boulevard,62000,944
94,2,1,1,0,Southern Program Organization,106666.67,945
58,1,1,1,1,Shahr-e-Ziba,62666.67,946
108,2,1,1,1,Golestan,110000,947
56,1,1,1,1,Feiz Garden,66666.67,948
84,2,1,1,1,North Program Organization,108333.33,949
60,2,1,1,1,Azarbaijan,65000,950
53,1,0,1,1,Pardis,15666.67,951
73,2,1,1,1,Pirouzi,85166.67,952
73,2,0,0,1,Pirouzi,65666.67,953
150,3,1,1,1,Pirouzi,170000,954
114,2,1,1,1,Pirouzi,125400,955
66,2,1,1,1,Ostad Moein,52833.33,956
53,1,0,1,1,Pardis,18000,957
125,3,1,1,1,Pirouzi,133333.33,958
145,3,1,1,1,Gheitarieh,454166.67,959
197,3,1,1,1,Dezashib,623833.33,960
105,2,1,1,1,Koohsar,133333.33,961
135,3,1,1,1,Tenant,135000,962
137,3,1,1,1,Shams Abad,155333.33,963
90,2,1,1,0,Central Janatabad,106666.67,964
125,2,1,1,1,Southern Janatabad,220833.33,965
175,3,1,1,1,Gheitarieh,516666.67,966
52,1,1,1,1,East Ferdows Boulevard,76666.67,967
110,3,1,1,1,Persian Gulf Martyrs Lake,103333.33,968
110,3,1,1,1,Persian Gulf Martyrs Lake,103333.33,969
112,2,1,0,1,Persian Gulf Martyrs Lake,110000,970
65,2,1,1,1,Shahran,71666.67,971
48,1,1,1,1,Andisheh,13333.33,972
105,2,1,1,1,Persian Gulf Martyrs Lake,93333.33,973
56,1,1,1,1,Shahr-e-Ziba,74666.67,974
108,2,1,1,1,Golestan,63333.33,975
78,2,1,1,1,Southern Janatabad,97333.33,976
85,2,1,1,1,Parand,17333.33,977
105,2,1,1,1,Pardis,17833.33,978
145,3,1,1,1,Saadat Abad,366666.67,979
145,3,1,1,1,Punak,299666.67,980
140,3,1,1,1,Punak,206666.67,981
66,2,1,1,1,Ostad Moein,52666.67,982
121,3,1,1,1,Persian Gulf Martyrs Lake,121666.67,983
105,2,1,1,1,Persian Gulf Martyrs Lake,108333.33,984
150,2,0,1,1,Chardangeh,40000,985
98,2,1,1,1,Central Janatabad,149333.33,986
108,2,1,1,1,Persian Gulf Martyrs Lake,111666.67,987
95,2,1,1,1,Ostad Moein,86666.67,988
64,1,0,0,1,Fallah,30000,989
75,1,1,0,1,Fallah,62500,990
50,1,1,1,1,West Ferdows Boulevard,65000,991
90,2,1,1,1,Persian Gulf Martyrs Lake,83333.33,992
93,2,1,1,1,Fallah,50333.33,993
148,3,1,1,1,Persian Gulf Martyrs Lake,191666.67,994
64,1,0,1,0,Eskandari,35000,995
114,2,1,1,1,Persian Gulf Martyrs Lake,120000,996
107,2,1,1,1,Persian Gulf Martyrs Lake,116666.67,997
113,2,1,1,1,Persian Gulf Martyrs Lake,109000,998
115,2,1,1,1,Gheitarieh,246666.67,999
115,2,1,1,1,Persian Gulf Martyrs Lake,120000,1000
120,2,1,1,1,Gholhak,280000,1001
76,2,1,1,1,Central Janatabad,90000,1002
106,2,1,1,1,North Program Organization,150666.67,1003
105,2,1,1,1,Gheitarieh,230000,1004
87,2,0,0,1,Ray,52333.33,1005
68,2,1,1,1,Ostad Moein,65666.67,1006
70,2,1,1,1,Punak,86000,1007
165,3,1,1,1,Ostad Moein,175000,1008
365,4,1,1,1,Dorous,1581666.67,1009
175,3,1,1,1,Pasdaran,516666.67,1010
50,1,1,1,1,West Ferdows Boulevard,65000,1011
70,2,1,1,1,Saadat Abad,160000,1012
165,3,1,1,1,Marzdaran,341000,1013
115,2,1,1,1,Central Janatabad,169333.33,1014
93,2,1,0,1,Shahr-e-Ziba,96666.67,1015
181,3,1,1,1,Marzdaran,433333.33,1016
57,1,1,1,1,Ostad Moein,53333.33,1017
175,3,1,1,1,Marzdaran,379166.67,1018
146,3,1,1,1,Marzdaran,283333.33,1019
135,3,1,1,1,Marzdaran,206666.67,1020
50,1,1,1,1,Southern Program Organization,66000,1021
110,2,1,1,1,Pardis,17833.33,1022
108,2,1,1,1,Mahallati,233333.33,1023
121,3,1,1,1,Pardis,20333.33,1024
220,3,1,1,1,Elahieh,1173333.33,1025
240,4,1,1,1,Elahieh,1283333.33,1026
90,2,1,1,1,Shahrakeh Naft,183333.33,1027
117,2,1,1,1,Niavaran,416666.67,1028
142,3,1,1,1,Punak,251666.67,1029
55,1,1,1,0,West Ferdows Boulevard,65000,1030
85,2,1,1,1,Shahran,110000,1031
162,3,1,1,1,Niavaran,543333.33,1032
100,2,1,1,1,Ajudaniye,216666.67,1033
165,3,1,1,1,Shahrake Gharb,413333.33,1034
150,3,1,1,1,Niavaran,500000,1035
83,2,1,1,1,Qazvin Imamzadeh Hassan,48333.33,1036
200,3,1,0,1,West Pars,333333.33,1037
95,2,1,1,1,Abazar,223333.33,1038
82,2,1,1,1,Persian Gulf Martyrs Lake,78333.33,1039
112,3,1,1,1,Shahran,186666.67,1040
96,2,1,1,1,Northern Janatabad,130000,1041
86,3,1,1,1,Parand,14166.67,1042
105,2,1,1,1,Pardis,31333.33,1043
115,2,1,1,1,Ostad Moein,109333.33,1044
87,2,1,1,1,Shahr-e-Ziba,100000,1045
165,3,1,1,1,Farmanieh,383333.33,1046
135,3,1,1,1,Marzdaran,247500,1047
110,2,1,1,1,Feiz Garden,122333.33,1048
80,2,1,1,1,Southern Janatabad,116666.67,1049
66,2,1,1,1,Southern Janatabad,60000,1050
88,2,1,1,1,Qazvin Imamzadeh Hassan,51666.67,1051
70,1,1,1,0,Shahrake Qods,29000,1052
130,3,1,1,1,Feiz Garden,186666.67,1053
87,2,1,1,1,North Program Organization,100000,1054
86,2,1,1,1,Southern Janatabad,150000,1055
62,1,1,1,1,Southern Program Organization,80000,1056
125,3,1,1,1,Punak,210000,1057
87,2,1,1,1,Pardis,24166.67,1058
70,2,1,1,1,Southern Janatabad,66666.67,1059
65,2,1,1,1,Southern Janatabad,90000,1060
64,2,1,1,1,Southern Janatabad,70000,1061
62,2,1,1,1,Southern Janatabad,73333.33,1062
70,2,1,1,1,Southern Janatabad,83333.33,1063
140,3,1,1,1,Gheitarieh,266666.67,1064
125,3,1,1,1,Gheitarieh,236666.67,1065
68,2,1,1,1,Southern Janatabad,70000,1066
67,2,1,0,0,West Ferdows Boulevard,73333.33,1067
64,2,1,1,1,Southern Janatabad,68333.33,1068
64,2,1,1,0,Jeyhoon,50000,1069
95,2,1,1,0,Northern Janatabad,130000,1070
97,2,1,1,1,Pardis,25666.67,1071
136,3,1,1,1,Persian Gulf Martyrs Lake,143333.33,1072
70,1,1,1,1,West Ferdows Boulevard,80000,1073
85,2,1,1,1,Qazvin Imamzadeh Hassan,50233.33,1074
105,2,1,1,1,Pardis,31666.67,1075
50,1,1,0,1,North Program Organization,63333.33,1076
57,1,1,1,1,Southern Program Organization,91666.67,1077
121,3,1,1,1,Pardis,20333.33,1078
95,2,1,1,1,West Ferdows Boulevard,110000,1079
65,2,1,1,1,West Ferdows Boulevard,79333.33,1080
100,2,0,1,0,Tehransar,66666.67,1081
128,3,1,1,1,Kook,131666.67,1082
93,2,1,1,1,Gheitarieh,200000,1083
75,2,1,1,1,Qazvin Imamzadeh Hassan,42500,1084
133,4,1,1,0,Jeyhoon,156666.67,1085
100,2,1,1,1,Northern Janatabad,148333.33,1086
140,3,1,1,1,Persian Gulf Martyrs Lake,160000,1087
92,2,1,1,1,Central Janatabad,119000,1088
120,2,1,1,0,Amirabad,150000,1089
45,1,1,1,0,Jeyhoon,34333.33,1090
130,2,1,1,0,Gheitarieh,229666.67,1091
95,2,0,1,1,Nawab,72833.33,1092
150,3,0,0,0,Gheitarieh,350000,1093
72,2,1,1,1,Qazvin Imamzadeh Hassan,40200,1094
60,1,1,1,1,Central Janatabad,111666.67,1095
190,3,1,1,1,Dorous,400000,1096
125,2,1,1,1,Shahrake Gharb,325000,1097
90,2,1,1,1,North Program Organization,114000,1098
105,2,1,1,1,Shahr-e-Ziba,136666.67,1099
90,2,1,1,1,Shahran,95000,1100
102,2,1,1,1,Southern Janatabad,186666.67,1101
50,1,1,1,1,Ostad Moein,50000,1102
66,2,1,1,0,Punak,75000,1103
125,3,1,1,1,Yousef Abad,291666.67,1104
132,3,1,1,1,Parand,68333.33,1105
103,2,1,1,1,Central Janatabad,143333.33,1106
270,5,1,1,0,Yousef Abad,450000,1107
130,2,1,1,1,Shahran,139333.33,1108
160,3,1,1,1,Amirabad,277333.33,1111
110,2,1,1,1,Shahran,113666.67,1112
75,2,1,1,1,Shahran,66000,1113
75,2,1,1,1,Shahran,80000,1114
85,2,1,1,1,Northern Suhrawardi,150000,1115
225,3,1,1,1,Heravi,525000,1116
130,3,1,1,1,Saadat Abad,283333.33,1117
73,2,1,1,1,Qazvin Imamzadeh Hassan,55966.67,1118
95,2,1,1,1,Saadat Abad,183333.33,1119
250,4,1,1,0,Shahrake Gharb,1166666.67,1120
65,2,1,1,1,Salsabil,58333.33,1121
64,2,1,1,1,Azarbaijan,69666.67,1122
94,2,1,1,1,Villa,137666.67,1123
110,2,1,1,1,Pardis,12500,1124
105,2,1,1,1,Pardis,18333.33,1125
145,3,1,1,1,Heravi,300000,1126
105,2,1,1,1,Pardis,29166.67,1127
120,2,1,1,1,Farmanieh,400000,1128
100,2,1,1,1,Hakimiyeh,103333.33,1129
115,2,1,1,1,Water Organization,126666.67,1130
100,2,0,1,1,Shahr-e-Ziba,110000,1131
63,1,1,1,1,Ostad Moein,42666.67,1132
55,1,0,0,0,West Ferdows Boulevard,63333.33,1133
220,3,1,1,1,Heravi,513333.33,1134
123,3,1,1,1,Nezamabad,110000,1135
81,2,1,1,1,Qazvin Imamzadeh Hassan,47333.33,1136
130,3,1,1,1,Jeyhoon,93333.33,1137
108,2,1,1,1,Pasdaran,256666.67,1138
135,3,1,1,1,Qasr-od-Dasht,98333.33,1139
82,2,1,1,1,West Ferdows Boulevard,116666.67,1140
120,2,1,1,1,Southern Program Organization,141666.67,1141
303,3,1,1,1,Ajudaniye,1000000,1142
200,3,1,1,1,Ozgol,600000,1143
50,1,1,1,1,Shahran,61666.67,1144
80,2,1,1,1,Shahran,118333.33,1145
100,2,1,1,1,Pardis,36666.67,1146
85,2,1,1,1,Shahran,79333.33,1147
44,1,1,1,0,Shahran,46333.33,1148
115,2,1,1,1,Tajrish,273333.33,1149
75,2,1,1,1,North Program Organization,97666.67,1150
65,1,1,1,1,Shahran,74000,1151
86,2,1,1,1,Central Janatabad,116000,1152
106,2,1,1,1,Yousef Abad,190000,1153
203,3,1,1,1,Zaferanieh,1200000,1154
92,2,1,1,1,Shahr-e-Ziba,90000,1155
62,1,1,1,1,Southern Program Organization,72333.33,1156
